14-03-2022      11:44          0       0.09     -65.75       4.92      15.67     -62.94       8.23       1.30     -44.17       2.24      23.84     -80.34       1.26       8.18     -75.44       3.92      -3.73     -54.84      -3.63      12.73     -52.80       9.50      22.63     -49.36      11.82       4.96     -33.65       7.16      32.50
14-03-2022      11:45          0       0.09     -65.76       4.73      15.79     -63.10       8.08       1.29     -44.01       2.07      24.04     -80.32       1.09       8.26     -75.63       3.79      -3.73     -54.59      -3.80      12.90     -52.84       9.34      22.78     -49.44      11.67       4.95     -33.61       7.03      32.72
14-03-2022      11:46          0       0.09     -65.77       4.53      15.90     -63.25       7.94       1.27     -43.84       1.89      24.24     -80.28       0.91       8.35     -75.83       3.66      -3.73     -54.33      -3.97      13.08     -52.89       9.17      22.92     -49.53      11.53       4.93     -33.56       6.89      32.95
14-03-2022      11:47          0       0.09     -65.78       4.33      16.02     -63.40       7.79       1.26     -43.66       1.71      24.45     -80.24       0.72       8.43     -76.01       3.53      -3.73     -54.05      -4.13      13.27     -52.93       9.00      23.07     -49.61      11.38       4.91     -33.51       6.75      33.17
14-03-2022      11:48          0       0.09     -65.78       4.13      16.14     -63.54       7.64       1.24     -43.47       1.53      24.65     -80.20       0.53       8.52     -76.20       3.39      -3.73     -53.77      -4.30      13.47     -52.99       8.83      23.21     -49.71      11.23       4.89     -33.45       6.60      33.39
14-03-2022      11:49          0       0.09     -65.79       3.94      16.25     -63.63       7.45       1.31     -43.33       1.36      24.85     -80.19       0.34       8.60     -76.27       3.21      -3.64     -53.54      -4.47      13.62     -53.02       8.67      23.36     -49.77      11.03       4.96     -33.41       6.48      33.61
14-03-2022      11:50          0       0.09     -65.81       3.75      16.37     -63.71       7.26       1.37     -43.17       1.19      25.05     -80.16       0.15       8.68     -76.34       3.02      -3.55     -53.29      -4.64      13.79     -53.06       8.51      23.51     -49.85      10.83       5.04     -33.37       6.35      33.83
14-03-2022      11:51          0       0.09     -65.81       3.55      16.49     -63.78       7.06       1.42     -43.00       1.01      25.25     -80.12      -0.04       8.77     -76.40       2.83      -3.46     -53.03      -4.80      13.98     -53.11       8.34      23.65     -49.93      10.62       5.11     -33.32       6.21      34.06
14-03-2022      11:52          0       0.09     -65.82       3.36      16.60     -63.86       6.86       1.48     -42.83       0.83      25.45     -80.09      -0.23       8.85     -76.46       2.64      -3.37     -52.78      -4.97      14.16     -53.15       8.17      23.80     -50.00      10.42       5.18     -33.27       6.07      34.28
14-03-2022      11:53          0       0.09     -65.83       3.16      16.72     -63.93       6.66       1.54     -42.66       0.66      25.65     -80.06      -0.42       8.94     -76.53       2.45      -3.29     -52.60      -5.14      14.34     -53.19       8.01      23.94     -50.08      10.21       5.25     -33.22       5.94      34.50
14-03-2022      11:54          0       0.09     -65.83       2.96      16.84     -64.01       6.46       1.60     -42.49       0.48      25.85     -80.02      -0.61       9.02     -76.59       2.26      -3.20     -52.41      -5.31      14.52     -53.24       7.84      24.09     -50.16      10.02       5.32     -33.17       5.80      34.72
14-03-2022      11:55          0       0.09     -65.84       2.76      16.96     -64.08       6.26       1.66     -42.32       0.30      26.05     -79.99      -0.80       9.11     -76.65       2.06      -3.11     -52.23      -5.47      14.70     -53.28       7.67      24.23     -50.23       9.84       5.40     -33.12       5.66      34.95
14-03-2022      11:56          0       0.09     -65.85       2.57      17.07     -64.16       6.06       1.72     -42.15       0.13      26.26     -79.95      -0.99       9.19     -76.71       1.87      -3.02     -52.04      -5.64      14.89     -53.33       7.50      24.38     -50.31       9.66       5.47     -33.07       5.52      35.17
14-03-2022      11:57          0       0.09     -65.85       2.37      17.19     -64.23       5.87       1.78     -41.97      -0.05      26.46     -79.92      -1.18       9.28     -76.77       1.68      -2.93     -51.85      -5.81      15.07     -53.37       7.33      24.52     -50.39       9.48       5.54     -33.02       5.38      35.39
14-03-2022      11:58          0       0.09     -65.86       2.17      17.31     -64.31       5.66       1.84     -41.80      -0.23      26.66     -79.88      -1.37       9.36     -76.82       1.49      -2.87     -51.66      -5.98      15.26     -53.42       7.16      24.67     -50.47       9.30       5.61     -32.97       5.24      35.61
14-03-2022      11:59          0       0.09     -65.86       1.97      17.42     -64.38       5.46       1.90     -41.61      -0.41      26.87     -79.83      -1.56       9.45     -76.88       1.29      -2.83     -51.46      -6.14      15.46     -53.47       6.99      24.81     -50.55       9.12       5.68     -32.76       5.10      35.84
14-03-2022      12:00          0       0.09     -65.86       1.76      17.54     -64.45       5.25       1.96     -41.42      -0.60      27.07     -79.78      -1.76       9.54     -76.93       1.09      -2.79     -51.25      -6.31      15.66     -53.52       6.81      24.96     -50.63       8.94       5.75     -32.45       4.95      36.06
14-03-2022      12:01          0       0.09     -65.87       1.57      17.66     -64.53       5.06       2.02     -41.28      -0.77      27.27     -79.77      -1.94       9.62     -77.00       0.91      -2.75     -51.09      -6.48      15.82     -53.56       6.66      25.10     -50.70       8.77       5.83     -32.18       4.82      36.28
14-03-2022      12:02          0       0.09     -65.88       1.38      17.77     -64.61       4.87       2.08     -41.11      -0.94      27.47     -79.74      -2.13       9.70     -77.07       0.72      -2.71     -50.92      -6.65      15.99     -53.60       6.49      25.25     -50.78       8.59       5.90     -31.90       4.69      36.50
14-03-2022      12:03          0       0.09     -65.89       1.19      17.89     -64.69       4.67       2.14     -40.95      -1.11      27.67     -79.71      -2.32       9.79     -77.13       0.53      -2.67     -50.74      -6.81      16.17     -53.64       6.33      25.40     -50.85       8.42       5.97     -31.62       4.56      36.72
14-03-2022      12:04          0       0.09     -65.90       0.99      18.01     -64.77       4.48       2.20     -40.79      -1.29      27.87     -79.68      -2.51       9.87     -77.20       0.34      -2.63     -50.56      -6.98      16.34     -53.68       6.16      25.54     -50.93       8.24       6.05     -31.33       4.42      36.95
14-03-2022      12:05          0       0.09     -65.92       0.80      18.12     -64.85       4.28       2.26     -40.63      -1.46      28.07     -79.66      -2.70       9.95     -77.27       0.15      -2.59     -50.39      -7.15      16.51     -53.73       6.00      25.69     -51.00       8.07       6.12     -31.05       4.29      37.17
14-03-2022      12:06          0       0.09     -65.92       0.60      18.24     -64.92       4.08       2.31     -40.46      -1.64      28.27     -79.62      -2.89      10.04     -77.33      -0.04      -2.54     -50.20      -7.32      16.69     -53.77       5.83      25.84     -51.08       7.89       6.19     -30.76       4.15      37.39
14-03-2022      12:07          0       0.09     -65.93       0.41      18.36     -65.00       3.88       2.37     -40.29      -1.82      28.47     -79.59      -3.08      10.12     -77.39      -0.23      -2.50     -50.02      -7.48      16.87     -53.81       5.66      25.98     -51.16       7.72       6.26     -30.48       4.01      37.61
14-03-2022      12:08          0       0.09     -65.94       0.21      18.48     -65.07       3.68       2.43     -40.12      -1.99      28.67     -79.55      -3.27      10.20     -77.45      -0.42      -2.46     -49.84      -7.65      17.06     -53.86       5.49      26.13     -51.23       7.54       6.34     -30.19       3.88      37.83
14-03-2022      12:09          0       0.09     -65.94       0.01      18.59     -65.15       3.49       2.49     -39.95      -2.17      28.87     -79.52      -3.47      10.29     -77.51      -0.61      -2.42     -49.65      -7.82      17.24     -53.90       5.33      26.27     -51.31       7.36       6.41     -29.90       3.74      38.06
14-03-2022      12:10          0       0.09     -65.95      -0.18      18.71     -65.23       3.29       2.55     -39.78      -2.35      29.07     -79.49      -3.68      10.37     -77.58      -0.80      -2.38     -49.47      -7.99      17.42     -53.95       5.16      26.42     -51.39       7.18       6.48     -29.62       3.60      38.28
