15-03-2022      12:30          0       0.11     -64.90      -5.08      21.02     -66.01      -1.65       3.45     -33.41      -6.84      33.60     -76.77      -8.55      12.68     -77.19      -5.49      -1.55     -42.45     -11.59      23.45     -54.61       0.83      28.96     -53.33       2.73       7.47     -22.36      -0.35      42.69
15-03-2022      12:31          0       0.11     -65.03      -5.19      21.13     -66.15      -1.75       3.52     -33.55      -6.93      33.73     -76.95      -8.70      12.68     -77.41      -5.60      -1.53     -42.61     -11.76      23.35     -54.64       0.75      29.13     -53.34       2.64       7.57     -22.24      -0.37      42.90
15-03-2022      12:32          0       0.11     -65.04      -5.38      21.25     -66.23      -1.95       3.58     -33.38      -7.10      33.93     -76.92      -8.91      12.77     -77.48      -5.78      -1.49     -42.44     -11.93      23.51     -54.66       0.59      29.28     -53.41       2.47       7.65     -21.97      -0.50      43.12
15-03-2022      12:33          0       0.11     -65.07      -5.55      21.36     -66.32      -2.12       3.64     -33.29      -7.25      34.11     -76.94      -9.11      12.84     -77.58      -5.95      -1.45     -42.34     -12.09      23.62     -54.69       0.45      29.43     -53.46       2.31       7.73     -21.74      -0.61      43.33
15-03-2022      12:34          0       0.11     -64.90      -5.88      21.50     -66.30      -2.45       3.69     -32.66      -7.56      34.41     -76.61      -9.41      13.06     -77.41      -6.26      -1.36     -41.64     -12.28      24.20     -54.69       0.15      29.55     -53.62       2.02       7.76     -21.24      -0.90      43.58
15-03-2022      12:35          0       0.11     -64.76      -6.19      21.64     -66.29      -2.77       3.74     -32.05      -7.85      34.70     -76.32      -9.69      13.27     -77.27      -6.55      -1.28     -40.97     -12.46      24.71     -54.69      -0.12      29.67     -53.77       1.73       7.80     -20.75      -1.19      43.81
15-03-2022      12:36          0       0.11     -64.76      -6.38      21.76     -66.36      -2.96       3.80     -31.71      -8.04      34.88     -76.28      -9.91      13.36     -77.33      -6.74      -1.23     -40.62     -12.66      24.90     -54.71      -0.29      29.82     -53.84       1.56       7.87     -20.33      -1.36      44.02
15-03-2022      12:37          0       0.11     -64.82      -6.54      21.87     -66.47      -3.12       3.86     -31.51      -8.19      35.03     -76.33     -10.09      13.41     -77.46      -6.90      -1.20     -40.43     -12.84      24.97     -54.74      -0.42      29.97     -53.89       1.42       7.95     -19.98      -1.49      44.22
15-03-2022      12:38          0       0.11     -64.85      -6.71      21.98     -66.56      -3.30       3.92     -31.24      -8.36      35.19     -76.35     -10.29      13.48     -77.56      -7.07      -1.16     -40.17     -13.03      25.09     -54.77      -0.56      30.12     -53.94       1.26       8.03     -19.59      -1.64      44.42
15-03-2022      12:39          0       0.11     -64.97      -6.82      22.09     -66.69      -3.41       3.99     -31.20      -8.47      35.31     -76.50     -10.45      13.49     -77.76      -7.19      -1.15     -40.15     -13.21      25.02     -54.81      -0.65      30.29     -53.96       1.16       8.13     -19.31      -1.71      44.61
